BirdID,LatinName,GermanName,EnglishName
1891,Dendroplex picus,Spechtschnabel-Baumsteiger,Straight-billed Woodcreeper
1892,Dendrortyx barbatus,Bartwachtel,Bearded Wood-Partridge
1893,Dendrortyx leucophrys,Guatemalawachtel,Buffy-crowned Wood-Partridge
1894,Dendrortyx macroura,Langschwanzwachtel,Long-tailed Wood-Partridge
1895,Deroptyus accipitrinus,Fächerpapagei,Red-fan Parrot
1896,Dicaeum aeneum,Salomonenmistelfresser,Midget Flowerpecker
1897,Dicaeum agile,Dickschnabel-Mistelfresser,Thick-billed Flowerpecker
1898,Dicaeum australe,Rostbauch-Mistelfresser,Red-keeled Flowerpecker
1899,Dicaeum chrysorrheum,Gelbsteiß-Mistelfresser,Yellow-vented Flowerpecker
1900,Dicaeum concolor,Nilgirimistelfresser,Nilgiri Flowerpecker
1901,Dicaeum cruentatum,Scharlachmistelfresser,Scarlet-backed Flowerpecker
1902,Dicaeum erythrorhynchos,Blassschnabel-Mistelfresser,Pale-billed Flowerpecker
1903,Dicaeum hirundinaceum,Rotsteiß-Mistelfresser,Mistletoebird
1904,Dicaeum ignipectus,Feuerbrust-Mistelfresser,Fire-breasted Flowerpecker
1905,Dicaeum minullum,Einfarb-Mistelfresser,Plain Flowerpecker
1906,Dicaeum pygmaeum,Zwergmistelfresser,Pygmy Flowerpecker
1907,Dicaeum trigonostigma,Orangebauch-Mistelfresser,Orange-bellied Flowerpecker
1908,Dicaeum tristrami,Makiramistelfresser,Mottled Flowerpecker
1909,Dichrozona cincta,Bürzelbinden-Ameisenfänger,Banded Antbird
1910,Dicrurus adsimilis,Trauerdrongo,Fork-tailed Drongo
1911,Dicrurus aeneus,Bronzedrongo,Bronzed Drongo
1912,Dicrurus andamanensis,Andamanendrongo,Andaman Drongo
1913,Dicrurus annectens,Krähendrongo,Crow-billed Drongo
1914,Dicrurus atripennis,Glanzdrongo,Shining Drongo
1915,Dicrurus balicassius,Philippinendrongo,Balicassiao
1916,Dicrurus bracteatus,Glanzfleckdrongo,Spangled Drongo
1917,Dicrurus caerulescens,Graubrustdrongo,White-bellied Drongo
1918,Dicrurus divaricatus,Glanzmanteldrongo,Glossy-backed Drongo
1919,Dicrurus forficatus,Madagaskardrongo,Crested Drongo
1920,Dicrurus hottentottus,Haarbuschdrongo,Hair-crested Drongo
1921,Dicrurus leucophaeus,Graudrongo,Ashy Drongo
1922,Dicrurus ludwigii,Geradschwanzdrongo,Square-tailed Drongo
1923,Dicrurus macrocercus,Königsdrongo,Black Drongo
1924,Dicrurus montanus,Bergdrongo,Sulawesi Drongo
1925,Dicrurus paradiseus,Flaggendrongo,Greater Racket-tailed Drongo
1926,Dicrurus remifer,Spateldrongo,Lesser Racket-tailed Drongo
1927,Diglossa albilatera,Schieferhakenschnabel,White-sided Flowerpiercer
1928,Diglossa baritula,Zimtbauch-Hakenschnabel,Cinnamon-bellied Flowerpiercer
1929,Diglossa brunneiventris,Schwarzkehl-Hakenschnabel,Black-throated Flowerpiercer
1930,Diglossa caerulescens,Silberhakenschnabel,Bluish Flowerpiercer
1931,Diglossa cyanea,Maskenhakenschnabel,Masked Flowerpiercer
1932,Diglossa glauca,Ultramarin-Hakenschnabel,Deep-blue Flowerpiercer
1933,Diglossa gloriosissima,Maronenbauch-Hakenschnabel,Chestnut-bellied Flowerpiercer
1934,Diglossa humeralis,Schwarzhakenschnabel,Black Flowerpiercer
1935,Diglossa indigotica,Indigohakenschnabel,Indigo Flowerpiercer
1936,Diglossa lafresnayii,Stahlhakenschnabel,Glossy Flowerpiercer
1937,Diglossa mystacalis,Barthakenschnabel,Moustached Flowerpiercer
1938,Diglossa plumbea,Einfarb-Hakenschnabel,Slaty Flowerpiercer
1939,Diglossa sittoides,Rostbauch-Hakenschnabel,Rusty Flowerpiercer
1940,Dinemellia dinemelli,Starweber,White-headed Buffalo-Weaver
1941,Dinopium benghalense,Bengalenspecht,Black-rumped Flameback
1942,Dinopium javanense,Feuerrückenspecht,Common Flameback
1943,Dinopium rafflesii,Olivrückenspecht,Olive-backed Woodpecker
1944,Diomedea exulans,Wanderalbatros,Snowy Albatross
1945,Diopsittaca nobilis,Zwergara,Red-shouldered Macaw
1946,Diuca diuca,Diucaammertangare,Diuca Finch
1947,Dives dives,Trauerstärling,Melodious Blackbird
1948,Dives warczewiczi,Buschstärling,Scrub Blackbird
1949,Dog,Hund,Dog
1950,Dolichonyx oryzivorus,Reisstärling,Bobolink
1951,Donacobius atricapilla,Rohrspötter,Black-capped Donacobius
1952,Donacospiza albifrons,Riedammertangare,Long-tailed Reed Finch
1953,Doryfera ludovicae,Grünstirn-Lanzettschnabel,Green-fronted Lancebill
1954,Drepanis coccinea,Iiwikleidervogel,Iiwi
1955,Drepanornis albertisi,Schwarzschnabel-Paradieshopf,Black-billed Sicklebill
1956,Dromas ardeola,Reiherläufer,Crab-Plover
1957,Dromococcyx pavoninus,Pfauenkuckuck,Pavonine Cuckoo
1958,Dromococcyx phasianellus,Fasanenkuckuck,Pheasant Cuckoo
1959,Drymodes brunneopygia,Eukalyptusdrosselschnäpper,Southern Scrub-Robin
1960,Drymophila caudata,Langschwanz-Ameisenfänger,East Andean Antbird
1961,Drymophila devillei,Weißbauch-Ameisenfänger,Striated Antbird
1962,Drymophila ferruginea,Rostbauch-Ameisenfänger,Ferruginous Antbird
1963,Drymophila genei,Rostschwanz-Ameisenfänger,Rufous-tailed Antbird
1964,Drymophila hellmayri,Santa-Marta-Ameisenfänger,Santa Marta Antbird
1965,Drymophila klagesi,Küstenkordilleren-Ameisenfänger,Klages's Antbird
1966,Drymophila malura,Olivrücken-Ameisenfänger,Dusky-tailed Antbird
1967,Drymophila ochropyga,Ockerbürzel-Ameisenfänger,Ochre-rumped Antbird
1968,Drymophila rubricollis,Zimtbauch-Ameisenfänger,Bertoni's Antbird
1969,Drymophila squamata,Bindenschwanz-Ameisenfänger,Scaled Antbird
1970,Drymophila striaticeps,Strichelkopf-Ameisenfänger,Streak-headed Antbird
1971,Drymornis bridgesii,Degenschnabel-Baumsteiger,Scimitar-billed Woodcreeper
1972,Dryobates affinis,Blutflügelspecht,Red-stained Woodpecker
1973,Dryobates albolarvatus,Weißkopfspecht,White-headed Woodpecker
1974,Dryobates arizonae,Arizonaspecht,Arizona Woodpecker
1975,Dryobates borealis,Kokardenspecht,Red-cockaded Woodpecker
1976,Dryobates callonotus,Scharlachrückenspecht,Scarlet-backed Woodpecker
1977,Dryobates cassini,Goldnackenspecht,Golden-collared Woodpecker
1978,Dryobates cathpharius,Scharlachbrustspecht,Crimson-naped Woodpecker
1979,Dryobates dignus,Gelbbauchspecht,Yellow-vented Woodpecker
1980,Dryobates frontalis,Perlstirnspecht,Dot-fronted Woodpecker
1981,Dryobates fumigatus,Rußspecht,Smoky-brown Woodpecker
1982,Dryobates kirkii,Blutbürzelspecht,Red-rumped Woodpecker
1983,Dryobates lignarius,Strichelkopfspecht,Striped Woodpecker
1984,Dryobates maculifrons,Goldohrspecht,Yellow-eared Woodpecker
1985,Dryobates minor,Kleinspecht,Lesser Spotted Woodpecker
1986,Dryobates mixtus,Streifenschwanzspecht,Checkered Woodpecker
1987,Dryobates nigriceps,Bindenbauchspecht,Bar-bellied Woodpecker
1988,Dryobates nuttallii,Nuttallspecht,Nuttall's Woodpecker
1989,Dryobates passerinus,Sperlingsspecht,Little Woodpecker
1990,Dryobates pubescens,Dunenspecht,Downy Woodpecker
1991,Dryobates scalaris,Texasspecht,Ladder-backed Woodpecker
1992,Dryobates spilogaster,Perlbauchspecht,White-spotted Woodpecker
1993,Dryobates stricklandi,Stricklandspecht,Strickland's Woodpecker
1994,Dryobates villosus,Haarspecht,Hairy Woodpecker
1995,Dryocopus javensis,Weißbauchspecht,White-bellied Woodpecker
1996,Dryocopus lineatus,Linienspecht,Lineated Woodpecker
1997,Dryocopus martius,Schwarzspecht,Black Woodpecker
1998,Dryocopus pileatus,Helmspecht,Pileated Woodpecker
1999,Dryocopus schulzii,Schwarzbauchspecht,Black-bodied Woodpecker
2000,Dryolimnas cuvieri,Cuvierralle,White-throated Rail
2001,Dryophytes andersonii,Pine Barrens Treefrog,Pine Barrens Treefrog
2002,Dryophytes arenicolor,Canyon Treefrog,Canyon Treefrog
2003,Dryophytes avivoca,Bird-voiced Treefrog,Bird-voiced Treefrog
2004,Dryophytes chrysoscelis,Cope's Gray Treefrog,Cope's Gray Treefrog
2005,Dryophytes cinereus,Green Treefrog,Green Treefrog
2006,Dryophytes femoralis,Pine Woods Treefrog,Pine Woods Treefrog
2007,Dryophytes gratiosus,Barking Treefrog,Barking Treefrog
2008,Dryophytes squirellus,Squirrel Treefrog,Squirrel Treefrog
2009,Dryophytes versicolor,Gray Treefrog,Gray Treefrog
2010,Dryoscopus cubla,Schwarzmantel-Schneeballwürger,Black-backed Puffback
2011,Dryoscopus gambensis,Gambia-Schneeballwürger,Northern Puffback
2012,Dryotriorchis spectabilis,Kongoschlangenadler,Congo Serpent-Eagle
2013,Dubusia castaneoventris,Orangebauch-Bergtangare,Chestnut-bellied Mountain Tanager
2014,Dubusia taeniata,Silberbrauen-Bergtangare,Buff-breasted Mountain Tanager
2015,Ducula aenea,Bronzefruchttaube,Green Imperial-Pigeon
2016,Ducula badia,Fahlbauch-Fruchttaube,Mountain Imperial-Pigeon
2017,Ducula basilica,Zimtbauch-Fruchttaube,Cinnamon-bellied Imperial-Pigeon
2018,Ducula bicolor,Zweifarben-Fruchttaube,Pied Imperial-Pigeon
2019,Ducula concinna,Blauschwanz-Fruchttaube,Elegant Imperial-Pigeon
2020,Ducula lacernulata,Schwarzrücken-Fruchttaube,Dark-backed Imperial-Pigeon
2021,Ducula latrans,Braunschwanz-Fruchttaube,Peale's Imperial-Pigeon
2022,Ducula pacifica,Tongafruchttaube,Pacific Imperial-Pigeon
2023,Ducula perspicillata,Brillenfruchttaube,Spectacled Imperial-Pigeon
2024,Ducula pinon,Pinonfruchttaube,Pinon's Imperial-Pigeon
2025,Ducula pistrinaria,Nelkenfruchttaube,Island Imperial-Pigeon
2026,Ducula poliocephala,Philippinenfruchttaube,Pink-bellied Imperial-Pigeon
2027,Ducula rubricera,Rothöcker-Fruchttaube,Red-knobbed Imperial-Pigeon
2028,Ducula spilorrhoa,Kaiserfruchttaube,Torresian Imperial-Pigeon
2029,Ducula zoeae,Halsband-Fruchttaube,Zoe's Imperial-Pigeon
2030,Dulus dominicus,Palmenschwätzer,Palmchat
2031,Dumetella carolinensis,Katzenspottdrossel,Grey Catbird
2032,Dumetia atriceps,Kapuzentyrannentimalie,Dark-fronted Babbler
2033,Dumetia hyperythra,Rotbauch-Tyrannentimalie,Tawny-bellied Babbler
2034,Dysithamnus leucostictus,Schwarzbrust-Ameisenvogel,White-streaked Antvireo
2035,Dysithamnus mentalis,Olivgrau-Ameisenvogel,Plain Antvireo
2036,Dysithamnus occidentalis,Anthrazitameisenvogel,Bicoloured Antvireo
2037,Dysithamnus plumbeus,Schattenameisenvogel,Plumbeous Antvireo
2038,Dysithamnus puncticeps,Tüpfelkronen-Ameisenvogel,Spot-crowned Antvireo
2039,Dysithamnus stictothorax,Fleckenbrust-Ameisenvogel,Spot-breasted Antvireo
2040,Dysithamnus striaticeps,Streifenkopf-Ameisenvogel,Streak-crowned Antvireo
2041,Dysithamnus xanthopterus,Rostrücken-Ameisenvogel,Rufous-backed Antvireo
2042,Eclectus roratus,Edelpapagei,Moluccan Eclectus
2043,Edolisoma montanum,Bergraupenfänger,Black-bellied Cicadabird
2044,Edolisoma tenuirostre,Dünnschnabel-Raupenfänger,Common Cicadabird
2045,Egretta caerulea,Blaureiher,Little Blue Heron
2046,Egretta eulophotes,Schneereiher,Chinese Egret
2047,Egretta garzetta,Seidenreiher,Little Egret
2048,Egretta gularis,Küstenreiher,Western Reef-Heron
2049,Egretta novaehollandiae,Weißwangenreiher,White-faced Heron
2050,Egretta rufescens,Rötelreiher,Reddish Egret
2051,Egretta sacra,Riffreiher,Pacific Reef-Heron
2052,Egretta thula,Schmuckreiher,Snowy Egret
2053,Egretta tricolor,Dreifarbenreiher,Tricoloured Heron
2054,Elachura formosa,Fleckenbrust-Kurzschwanz,Spotted Elachura
2055,Elaenia albiceps,Weißkronen-Olivtyrann,White-crested Elaenia
2056,Elaenia brachyptera,Braunrücken-Olivtyrann,Coopmans's Elaenia
2057,Elaenia chiriquensis,Grauwangen-Olivtyrann,Lesser Elaenia
2058,Elaenia cristata,Braunscheitel-Olivtyrann,Plain-crested Elaenia
2059,Elaenia fallax,Jamaikaolivtyrann,Greater Antillean Elaenia
2060,Elaenia flavogaster,Gelbbauch-Olivtyrann,Yellow-bellied Elaenia
2061,Elaenia frantzii,Nordanden-Olivtyrann,Mountain Elaenia
2062,Elaenia gigas,Schuppenolivtyrann,Mottle-backed Elaenia
2063,Elaenia martinica,Weißkinn-Olivtyrann,Caribbean Elaenia
2064,Elaenia mesoleuca,Schlichtolivtyrann,Olivaceous Elaenia
2065,Elaenia obscura,Hochland-Olivtyrann,Highland Elaenia
2066,Elaenia olivina,Tepuiolivtyrann,Tepui Elaenia
2067,Elaenia pallatangae,Sierraolivtyrann,Sierran Elaenia
2068,Elaenia parvirostris,Dreibinden-Olivtyrann,Small-billed Elaenia
2069,Elaenia ruficeps,Rostnacken-Olivtyrann,Rufous-crowned Elaenia
2070,Elaenia sordida,Paranáolivtyrann,Small-headed Elaenia
2071,Elaenia spectabilis,Graubrust-Olivtyrann,Large Elaenia
2072,Elaenia strepera,Schieferolivtyrann,Slaty Elaenia
2073,Elanoides forficatus,Schwalbenweih,Swallow-tailed Kite
2074,Elanus caeruleus,Gleitaar,Black-winged Kite
2075,Elanus leucurus,Weißschwanzaar,White-tailed Kite
2076,Electron carinatum,Kielschnabelmotmot,Keel-billed Motmot
2077,Electron platyrhynchum,Plattschnabelmotmot,Broad-billed Motmot
2078,Eleoscytalopus indigoticus,Weißbrusttapaculo,White-breasted Tapaculo
2079,Eleothreptus anomalus,Sichelschwingen-Nachtschwalbe,Sickle-winged Nightjar
2080,Eleutherodactylus planirostris,Greenhouse Frog,Greenhouse Frog
2081,Elliotomyia chionogaster,Weißbauchamazilie,White-bellied Hummingbird
2082,Elminia albonotata,Berghaubenschnäpper,White-tailed Crested Flycatcher
2083,Elminia longicauda,Blauhaubenschnäpper,African Blue Flycatcher
2084,Elseyornis melanops,Schwarzstirn-Regenpfeifer,Black-fronted Dotterel
2085,Emarginata sinuata,Sichelschwingenschmätzer,Sickle-winged Chat
2086,Emberiza aureola,Weidenammer,Yellow-breasted Bunting
2087,Emberiza bruniceps,Braunkopfammer,Red-headed Bunting
2088,Emberiza buchanani,Steinortolan,Grey-necked Bunting
2089,Emberiza cabanisi,Cabanisammer,Cabanis's Bunting
2090,Emberiza caesia,Grauortolan,Cretzschmar's Bunting
2091,Emberiza calandra,Grauammer,Corn Bunting
2092,Emberiza capensis,Kapammer,Cape Bunting
2093,Emberiza chrysophrys,Gelbbrauenammer,Yellow-browed Bunting
2094,Emberiza cia,Zippammer,Rock Bunting
2095,Emberiza cineracea,Türkenammer,Cinereous Bunting
2096,Emberiza cioides,Wiesenammer,Meadow Bunting
2097,Emberiza cirlus,Zaunammer,Cirl Bunting
2098,Emberiza citrinella,Goldammer,Yellowhammer
2099,Emberiza elegans,Gelbkehlammer,Yellow-throated Bunting
2100,Emberiza flaviventris,Gelbbauchammer,Golden-breasted Bunting
2101,Emberiza fucata,Bandammer,Chestnut-eared Bunting
2102,Emberiza godlewskii,Felsenammer,Godlewski's Bunting
2103,Emberiza hortulana,Ortolan,Ortolan Bunting
2104,Emberiza impetuani,Lerchenammer,Lark-like Bunting
2105,Emberiza lathami,Haubenammer,Crested Bunting
2106,Emberiza leucocephalos,Fichtenammer,Pine Bunting
2107,Emberiza melanocephala,Kappenammer,Black-headed Bunting
2108,Emberiza pallasi,Pallasammer,Pallas's Reed Bunting
2109,Emberiza pusilla,Zwergammer,Little Bunting
2110,Emberiza rustica,Waldammer,Rustic Bunting
2111,Emberiza sahari,Hausammer,House Bunting
2112,Emberiza schoeniclus,Rohrammer,Common Reed Bunting
2113,Emberiza spodocephala,Maskenammer,Black-faced Bunting
2114,Emberiza stewarti,Silberkopfammer,White-capped Bunting
2115,Emberiza striolata,Wüstenammer,Striolated Bunting
2116,Emberiza sulphurata,Schwefelammer,Yellow Bunting
2117,Emberiza tahapisi,Bergammer,Cinnamon-breasted Bunting
2118,Emberiza tristrami,Tristramammer,Tristram's Bunting
2119,Emberiza variabilis,Bambusammer,Grey Bunting
2120,Emberiza yessoensis,Mandschurenammer,Ochre-rumped Bunting
2121,Emberizoides herbicola,Keilschwanz-Grastangare,Wedge-tailed Grass-Finch
2122,Emberizoides ypiranganus,Olivmantel-Grastangare,Lesser Grass-Finch
2123,Embernagra longicauda,Langschwanz-Grastangare,Pale-throated Pampa-Finch
2124,Embernagra platensis,Pampagrastangare,Great Pampa-Finch
2125,Eminia lepida,Graukappensänger,Grey-capped Warbler
2126,Empidonax affinis,Kiefernschnäppertyrann,Pine Flycatcher
2127,Empidonax albigularis,Fahlkehl-Schnäppertyrann,White-throated Flycatcher
2128,Empidonax alnorum,Erlenschnäppertyrann,Alder Flycatcher
2129,Empidonax atriceps,Schwarzkappen-Schnäppertyrann,Black-capped Flycatcher
2130,Empidonax difficilis,Feuchtwald-Schnäppertyrann,Western Flycatcher
2131,Empidonax flavescens,Sumpfschnäppertyrann,Yellowish Flycatcher
2132,Empidonax flaviventris,Birkenschnäppertyrann,Yellow-bellied Flycatcher
2133,Empidonax fulvifrons,Orangebrust-Schnäppertyrann,Buff-breasted Flycatcher
2134,Empidonax hammondii,Tannenschnäppertyrann,Hammond's Flycatcher
2135,Empidonax minimus,Zwergschnäppertyrann,Least Flycatcher
2136,Empidonax oberholseri,Buschland-Schnäppertyrann,Dusky Flycatcher
2137,Empidonax occidentalis,Hochland-Schnäppertyrann,Cordilleran Flycatcher
2138,Empidonax traillii,Weidenschnäppertyrann,Willow Flycatcher
2139,Empidonax virescens,Buchenschnäppertyrann,Acadian Flycatcher
2140,Empidonax wrightii,Trockenbusch-Schnäppertyrann,Grey Flycatcher
2141,Empidonomus aurantioatrocristatus,Graumaskentyrann,Crowned Slaty Flycatcher
2142,Empidonomus varius,Schuppenrücken-Maskentyrann,Variegated Flycatcher
2143,Engine,Motor,Engine
2144,Enicognathus ferrugineus,Smaragdsittich,Austral Parakeet
2145,Enicognathus leptorhynchus,Langschnabelsittich,Slender-billed Parakeet
2146,Enicurus leschenaulti,Weißscheitel-Scherenschwanz,White-crowned Forktail
2147,Enicurus maculatus,Fleckenscherenschwanz,Spotted Forktail
2148,Enicurus schistaceus,Graurücken-Scherenschwanz,Slaty-backed Forktail
2149,Entomodestes coracinus,Schwarzklarino,Black Solitaire
2150,Entomodestes leucotis,Weißohrklarino,White-eared Solitaire
2151,Entomyzon cyanotis,Blauohr-Honigfresser,Blue-faced Honeyeater
2152,Environmental,Environmental,Environmental
2153,Eolophus roseicapilla,Rosakakadu,Galah
2154,Eophona migratoria,Weißhand-Kernbeißer,Yellow-billed Grosbeak
2155,Eophona personata,Maskenkernbeißer,Japanese Grosbeak
2156,Eopsaltria australis,Goldbauchschnäpper,Eastern Yellow Robin
2157,Epimachus fastosus,Schwarzbauch-Paradieshopf,Black Sicklebill
2158,Epimachus meyeri,Braunbauch-Paradieshopf,Brown Sicklebill
2159,Epinecrophylla amazonica,Amazonasameisenschlüpfer,Rio Madeira Stipplethroat
2160,Epinecrophylla erythrura,Rostschwanz-Ameisenschlüpfer,Rufous-tailed Stipplethroat
2161,Epinecrophylla fulviventris,Tropfenkehl-Ameisenschlüpfer,Checker-throated Stipplethroat
2162,Epinecrophylla gutturalis,Braunbauch-Ameisenschlüpfer,Brown-bellied Stipplethroat
2163,Epinecrophylla haematonota,Napoameisenschlüpfer,Rufous-backed Stipplethroat
2164,Epinecrophylla leucophthalma,Weißaugen-Ameisenschlüpfer,White-eyed Stipplethroat
2165,Epinecrophylla ornata,Schmuckameisenschlüpfer,Ornate Stipplethroat
2166,Epinecrophylla spodionota,Andenameisenschlüpfer,Foothill Stipplethroat
2167,Epthianura tricolor,Scharlachtrugschmätzer,Crimson Chat
2168,Eremomela gregalis,Langschwanzeremomela,Yellow-rumped Eremomela
2169,Eremomela icteropygialis,Gelbbaucheremomela,Yellow-bellied Eremomela
2170,Eremomela pusilla,Graukappeneremomela,Senegal Eremomela
2171,Eremomela scotops,Grünkappeneremomela,Greencap Eremomela
2172,Eremophila alpestris,Ohrenlerche,Shore Lark
2173,Eremopterix griseus,Grauscheitellerche,Ashy-crowned Sparrow-Lark
2174,Eremopterix hova,Madagaskarlerche,Madagascar Lark
2175,Eremopterix nigriceps,Weißstirnlerche,Black-crowned Sparrow-Lark
2176,Erithacus rubecula,Rotkehlchen,European Robin
2177,Erpornis zantholeuca,Haubenvireo,White-bellied Erpornis
2178,Erythrocercus holochlorus,Goldrücken-Spreizschwanz,Yellow Flycatcher
2179,Erythrogenys erythrocnemis,Drosselsäbler,Black-necklaced Scimitar-Babbler
2180,Erythrogenys erythrogenys,Rotwangensäbler,Rusty-cheeked Scimitar-Babbler
2181,Erythrogenys gravivox,Schwarzstrichelsäbler,Black-streaked Scimitar-Babbler
2182,Erythrogenys hypoleucos,Riesensäbler,Large Scimitar-Babbler
2183,Erythrogenys mcclellandi,Fleckenbrustsäbler,Spot-breasted Scimitar-Babbler
2184,Erythrogenys swinhoei,Grauflankensäbler,Grey-sided Scimitar-Babbler
2185,Erythropitta arquata,Azurbandpitta,Blue-banded Pitta
2186,Erythropitta erythrogaster,Philippinen-Blaubrustpitta,Philippine Pitta
2187,Erythropitta granatina,Granatpitta,Garnet Pitta
2188,Erythropitta macklotii,Papua-Blaubrustpitta,South Papuan Pitta
2189,Erythropitta rufiventris,Nordmolukken-Blaubrustpitta,North Moluccan Pitta
2190,Erythropitta ussheri,Schwarzscheitelpitta,Black-crowned Pitta
2191,Erythrura trichroa,Dreifarben-Papageiamadine,Blue-faced Parrotfinch
2192,Esacus magnirostris,Rifftriel,Beach Thick-knee
2193,Esacus recurvirostris,Krabbentriel,Great Thick-knee
2194,Estrilda astrild,Wellenastrild,Common Waxbill
2195,Estrilda melpoda,Orangewangenastrild,Orange-cheeked Waxbill
2196,Estrilda nonnula,Schwarzscheitelastrild,Black-crowned Waxbill
2197,Estrilda paludicola,Sumpfastrild,Fawn-breasted Waxbill
2198,Estrilda troglodytes,Grauastrild,Black-rumped Waxbill
2199,Eubucco bourcierii,Andenbartvogel,Red-headed Barbet
2200,Eubucco richardsoni,Goldbrust-Bartvogel,Lemon-throated Barbet
2201,Euchrepomis callinota,Rostbürzel-Ameisenfänger,Rufous-rumped Antwren
2202,Euchrepomis humeralis,Rotschulter-Ameisenfänger,Chestnut-shouldered Antwren
2203,Euchrepomis spodioptila,Rotrücken-Ameisenfänger,Ash-winged Antwren
2204,Eucometis penicillata,Graukopftangare,Grey-headed Tanager
2205,Eudocimus albus,Schneesichler,White Ibis
2206,Eudromia elegans,Perltinamu,Elegant Crested-Tinamou
2207,Eudynamys melanorhynchus,Schwarzschnabelkoel,Black-billed Koel
2208,Eudynamys orientalis,Pazifikkoel,Pacific Koel
2209,Eudynamys scolopaceus,Asienkoel,Asian Koel
2210,Eudyptes chrysocome,Felsenpinguin,Southern Rockhopper Penguin
2211,Eudyptula minor,Zwergpinguin,Little Penguin
2212,Eugenes fulgens,Violettkron-Brillantkolibri,Rivoli's Hummingbird
2213,Eugenes spectabilis,Glitzerbrillantkolibri,Talamanca Hummingbird
2214,Eugralla paradoxa,Rostflankentapaculo,Ochre-flanked Tapaculo
2215,Eumomota superciliosa,Brauenmotmot,Turquoise-browed Motmot
